LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
R4,2/21/1990,1990 Surficial Sediment Investigation,CYANIDE,57-12-5,Cyanide,0.29,ppm,,Y,Yes,-74.1375889,40.74053004
R5,2/21/1990,1990 Surficial Sediment Investigation,CYANIDE,57-12-5,Cyanide,1.1,ppm,,Y,Yes,-74.15685972,40.76649998
R6,2/21/1990,1990 Surficial Sediment Investigation,CYANIDE,57-12-5,Cyanide,0.44,ppm,,Y,Yes,-74.20615331,40.60682965
R7,2/21/1990,1990 Surficial Sediment Investigation,CYANIDE,57-12-5,Cyanide,0.38,ppm,,Y,Yes,-74.202208,40.63364199
R8,2/21/1990,1990 Surficial Sediment Investigation,CYANIDE,57-12-5,Cyanide,0.46,ppm,,Y,Yes,-74.10761289,40.85794448
R9,2/21/1990,1990 Surficial Sediment Investigation,CYANIDE,57-12-5,Cyanide,0.52,ppm,,Y,Yes,-74.14788818,40.77955816
01A,12/10/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.027,ug/kg,,Y,Yes,-74.13005833,40.88624485
01A,12/10/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0019,ug/kg,,Y,Yes,-74.13005833,40.88624485
01A,12/10/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0016,ug/kg,0.0016,N,Yes,-74.13005833,40.88624485
02A,12/11/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0024,ug/kg,,Y,Yes,-74.12028209,40.87926857
02A,12/11/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.016,ug/kg,,Y,Yes,-74.12028209,40.87926857
02A,12/11/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0045,ug/kg,,Y,Yes,-74.12028209,40.87926857
05B,12/11/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.075,ug/kg,,Y,Yes,-74.13170759,40.82193496
05B,12/11/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.071,ug/kg,,Y,Yes,-74.13170759,40.82193496
05B,12/11/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.72,ug/kg,,Y,Yes,-74.13170759,40.82193496
05B,12/11/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.042,ug/kg,,Y,Yes,-74.13170759,40.82193496
06A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.012,ug/kg,,Y,Yes,-74.13074333,40.82008327
06A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.015,ug/kg,,Y,Yes,-74.13074333,40.82008327
06A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0043,ug/kg,,Y,Yes,-74.13074333,40.82008327
08A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.016,ug/kg,,Y,Yes,-74.14236526,40.79037784
08A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00093,ug/kg,,Y,Yes,-74.14236526,40.79037784
08A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00025,ug/kg,0.00025,N,Yes,-74.14236526,40.79037784
09A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.111,ug/kg,,Y,Yes,-74.14875413,40.77871116
09A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0364,ug/kg,,Y,Yes,-74.14875413,40.77871116
09A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.02,ug/kg,,Y,Yes,-74.14875413,40.77871116
10A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.63,ug/kg,,Y,Yes,-74.15898209,40.76560079
10A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",32.0,ug/kg,,Y,Yes,-74.15898209,40.76560079
10A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.031,ug/kg,,Y,Yes,-74.15898209,40.76560079
12A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.534,ug/kg,,Y,Yes,-74.16212145,40.73758477
12A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0033,ug/kg,,Y,Yes,-74.16212145,40.73758477
12A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0042,ug/kg,,Y,Yes,-74.16212145,40.73758477
13A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.425,ug/kg,,Y,Yes,-74.14739783,40.73349846
13A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0046,ug/kg,,Y,Yes,-74.14739783,40.73349846
13A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0011,ug/kg,0.0011,N,Yes,-74.14739783,40.73349846
13A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.001,ug/kg,0.001,N,Yes,-74.14739783,40.73349846
13A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00069,ug/kg,0.00069,N,Yes,-74.14739783,40.73349846
13A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00082,ug/kg,0.00082,N,Yes,-74.14739783,40.73349846
14A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.764,ug/kg,,Y,Yes,-74.15221123,40.73445047
14A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0025,ug/kg,,Y,Yes,-74.15221123,40.73445047
14A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00077,ug/kg,,Y,Yes,-74.15221123,40.73445047
14A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00033,ug/kg,0.00033,N,Yes,-74.15221123,40.73445047
14A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00041,ug/kg,0.00041,N,Yes,-74.15221123,40.73445047
14A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00038,ug/kg,0.00038,N,Yes,-74.15221123,40.73445047
14A,11/20/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00041,ug/kg,0.00041,N,Yes,-74.15221123,40.73445047
15A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.085,ug/kg,,Y,Yes,-74.14347017,40.73880289
15A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0013,ug/kg,0.0013,N,Yes,-74.14347017,40.73880289
15A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0012,ug/kg,0.0012,N,Yes,-74.14347017,40.73880289
15A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00064,ug/kg,0.00064,N,Yes,-74.14347017,40.73880289
15A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0024,ug/kg,0.0024,N,Yes,-74.14347017,40.73880289
15A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0016,ug/kg,0.0016,N,Yes,-74.14347017,40.73880289
15A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00085,ug/kg,0.00085,N,Yes,-74.14347017,40.73880289
16A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.135,ug/kg,,Y,Yes,-74.13984489,40.74000236
16A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.488,ug/kg,,Y,Yes,-74.13984489,40.74000236
16A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.356,ug/kg,,Y,Yes,-74.13984489,40.74000236
16A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",3.26,ug/kg,,Y,Yes,-74.13984489,40.74000236
16A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.181,ug/kg,,Y,Yes,-74.13984489,40.74000236
16A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0033,ug/kg,,Y,Yes,-74.13984489,40.74000236
16A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.002,ug/kg,,Y,Yes,-74.13984489,40.74000236
17A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.422,ug/kg,,Y,Yes,-74.13805445,40.74052668
17A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.697,ug/kg,,Y,Yes,-74.13805445,40.74052668
17A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1.81,ug/kg,,Y,Yes,-74.13805445,40.74052668
17A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",80.6,ug/kg,,Y,Yes,-74.13805445,40.74052668
17A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",8.2,ug/kg,,Y,Yes,-74.13805445,40.74052668
17A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.034,ug/kg,,Y,Yes,-74.13805445,40.74052668
17A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.051,ug/kg,,Y,Yes,-74.13805445,40.74052668
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.909,ug/kg,,Y,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1.92,ug/kg,,Y,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",6.27,ug/kg,,Y,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0087,ug/kg,0.0087,N,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.088,ug/kg,,Y,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.022,ug/kg,,Y,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0086,ug/kg,,Y,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0013,ug/kg,,Y,Yes,-74.13610966,40.74094321
18A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00072,ug/kg,0.00072,N,Yes,-74.13610966,40.74094321
19A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.396,ug/kg,,Y,Yes,-74.13534007,40.74106044
19A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1.67,ug/kg,,Y,Yes,-74.13534007,40.74106044
19A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",12.0,ug/kg,,Y,Yes,-74.13534007,40.74106044
19A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0369,ug/kg,,Y,Yes,-74.13534007,40.74106044
19A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0031,ug/kg,0.0031,N,Yes,-74.13534007,40.74106044
19A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0003,ug/kg,0.0003,N,Yes,-74.13534007,40.74106044
19A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0025,ug/kg,,Y,Yes,-74.13534007,40.74106044
20A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.002,ug/kg,,Y,Yes,-74.13457794,40.74114752
20A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00268,ug/kg,0.00268,N,Yes,-74.13457794,40.74114752
20A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00172,ug/kg,0.00172,N,Yes,-74.13457794,40.74114752
20A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0004,ug/kg,0.0004,N,Yes,-74.13457794,40.74114752
20A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1.92,ug/kg,,Y,Yes,-74.13457794,40.74114752
20A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.151,ug/kg,,Y,Yes,-74.13457794,40.74114752
20A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0048,ug/kg,,Y,Yes,-74.13457794,40.74114752
21A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.259,ug/kg,,Y,Yes,-74.13378665,40.74127013
21A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.847,ug/kg,,Y,Yes,-74.13378665,40.74127013
21A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1.96,ug/kg,,Y,Yes,-74.13378665,40.74127013
21A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",15.5,ug/kg,,Y,Yes,-74.13378665,40.74127013
21A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0296,ug/kg,,Y,Yes,-74.13378665,40.74127013
21A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0099,ug/kg,,Y,Yes,-74.13378665,40.74127013
21A,12/4/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0024,ug/kg,,Y,Yes,-74.13378665,40.74127013
22A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.219,ug/kg,,Y,Yes,-74.12216061,40.74110616
22A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1.36,ug/kg,,Y,Yes,-74.12216061,40.74110616
22A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",3.02,ug/kg,,Y,Yes,-74.12216061,40.74110616
22A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0188,ug/kg,,Y,Yes,-74.12216061,40.74110616
22A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.017,ug/kg,,Y,Yes,-74.12216061,40.74110616
22A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00065,ug/kg,0.00065,N,Yes,-74.12216061,40.74110616
22A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00091,ug/kg,0.00091,N,Yes,-74.12216061,40.74110616
23A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.778,ug/kg,,Y,Yes,-74.11811521,40.73846851
23A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.504,ug/kg,,Y,Yes,-74.11811521,40.73846851
23A,11/21/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.497,ug/kg,,Y,Yes,-74.11811521,40.73846851
26A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.11,ug/kg,,Y,Yes,-74.1176423,40.71343654
26A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00029,ug/kg,0.00029,N,Yes,-74.1176423,40.71343654
26A,12/3/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.185,ug/kg,,Y,Yes,-74.1176423,40.71343654
28A,11/14/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.051,ug/kg,,Y,Yes,-74.05263191,40.80732935
28A,11/14/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0062,ug/kg,0.0062,N,Yes,-74.05263191,40.80732935
28A,11/14/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0018,ug/kg,,Y,Yes,-74.05263191,40.80732935
32A,11/18/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0013,ug/kg,0.0013,N,Yes,-74.09403157,40.74899046
32A,11/18/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00081,ug/kg,0.00081,N,Yes,-74.09403157,40.74899046
32A,11/18/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0027,ug/kg,0.0027,N,Yes,-74.09403157,40.74899046
35A,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.188,ug/kg,,Y,Yes,-74.10552675,40.72017996
35A,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.24,ug/kg,,Y,Yes,-74.10552675,40.72017996
35A,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.243,ug/kg,,Y,Yes,-74.10552675,40.72017996
35A,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.25,ug/kg,,Y,Yes,-74.10552675,40.72017996
37A,11/18/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00074,ug/kg,0.00074,N,Yes,-74.10958586,40.70538046
37A,11/18/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00036,ug/kg,0.00036,N,Yes,-74.10958586,40.70538046
37A,11/18/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0005,ug/kg,0.0005,N,Yes,-74.10958586,40.70538046
42B,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.019,ug/kg,,Y,Yes,-74.14854672,40.64519766
42B,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00066,ug/kg,0.00066,N,Yes,-74.14854672,40.64519766
42B,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00021,ug/kg,0.00021,N,Yes,-74.14854672,40.64519766
44B,11/14/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.025,ug/kg,,Y,Yes,-74.14069773,40.64065797
44B,11/14/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.038,ug/kg,,Y,Yes,-74.14069773,40.64065797
44B,11/14/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.042,ug/kg,,Y,Yes,-74.14069773,40.64065797
47C,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.028,ug/kg,,Y,Yes,-74.1879206,40.64399217
47C,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00062,ug/kg,0.00062,N,Yes,-74.1879206,40.64399217
47C,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00081,ug/kg,0.00081,N,Yes,-74.1879206,40.64399217
48A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0021,ug/kg,0.0021,N,Yes,-74.19431185,40.64315931
48A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.039,ug/kg,,Y,Yes,-74.19431185,40.64315931
48A,12/2/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.08,ug/kg,,Y,Yes,-74.19431185,40.64315931
49A,12/10/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0044,ug/kg,,Y,Yes,-74.19958924,40.64288155
49A,12/10/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00019,ug/kg,0.00019,N,Yes,-74.19958924,40.64288155
49A,12/10/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.00096,ug/kg,0.00096,N,Yes,-74.19958924,40.64288155
51B,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0073,ug/kg,,Y,Yes,-74.20486578,40.61704908
51B,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0015,ug/kg,0.0015,N,Yes,-74.20486578,40.61704908
51B,11/19/1991,1991 Core Sediment Investigation,DDX/DDF,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",0.0027,ug/kg,0.0027,N,Yes,-74.20486578,40.61704908
